,id,esp_id,label,"median(8,13)","rms(98,102)","median(98,102)",peak1x,peak2x,a,b,spectral_entropy,harmonic_energy,kurtosis
34,34,6,Unbalance,0.00186,0.3534092238468034,0.00437,0.20149,0.00744,0.0004695724974419,-6.085836610273537,83.44622027391634,0.016276357887160843,946.2492465217653
35,35,1,Normal,0.00072,0.0784742613855014,0.001225,0.05124,0.0072,-0.000736377894627,-6.806419413919971,41.05022116667177,0.015566991390708813,504.4870268509402
36,36,2,Normal,0.000985,0.0804613540775943,0.0012,0.05036,0.00442,-0.0006168008956825,-6.725281808646289,33.40701671774069,0.017600981871340425,757.4728656337007
37,37,0,Normal,0.0002,0.1738205134614439,0.001425,0.1002,0.00962,-0.000269852111405,-7.785303600767088,28.761313405221713,0.021004078077364808,833.0892582779009
38,38,1,Normal,0.00067,0.1127410768087656,0.00091,0.0722,0.00572,-0.001518857543477,-6.751675619977329,37.906559967198234,0.05354493191715525,847.9671052720308
39,39,10,Normal,0.00126,0.1414508716834223,0.00099,0.00085,0.00087,0.0003842952259262,-6.512780658128458,41.35799432592086,0.011637164138596567,687.6058720411891
40,40,9,Unbalance,0.001995,0.2166669974869269,0.00174,0.12467,0.01273,-0.0006369220642095,-5.884167258212534,56.33434747925532,0.010882791800524885,669.8605825731619
41,41,0,Normal,0.00034,0.1834302611348519,0.001325,0.11606,0.00383,0.0006783708849687,-7.9813473252105345,31.271680527325522,0.04571825133189765,1817.3579310667799
42,42,4,Normal,0.00125,0.1066213304175107,0.001505,0.06115,0.02695,-0.0014355922463172,-6.064732329716403,44.0330347500948,0.01770089306783576,1066.4690634302
43,43,4,Unbalance,0.00216,0.3138665149390741,0.003915,0.19678,0.01387,-0.0011041066816115,-6.292199910981535,39.42201815806563,0.013574332494187397,962.3696743386989
44,44,1,Normal,0.00089,0.2283223576437489,0.00139,0.15217,0.00314,-0.0008663263801204,-6.568746676656526,32.581922369022024,0.012608262054386405,2141.990498204061
45,45,0,Normal,0.00038,0.0973222430896452,0.000665,0.06561,0.00593,-8.289007289495089e-05,-7.623570166979184,32.16759705487221,0.04389028971337433,672.1434225536382
46,46,1,Normal,0.000925,0.0939020670699,0.001025,0.05863,0.00734,-0.0003163328309359,-6.815001310465194,43.36456053194536,0.025298565472404926,860.9427636450496
47,47,7,Normal,0.00136,0.1295827912957581,0.0024,0.07899,0.01538,-0.0002069692115834,-6.895576790344521,39.170273660594205,0.01214050867314162,464.3945842546954
48,48,5,Normal,0.000445,0.0317328520621768,0.00012,0.01812,0.00273,-0.0016075822590178,-7.3127517448243555,9.129125790409253,0.016863225102139265,589.7034016765946
49,49,1,Normal,0.000975,0.1761905562168415,0.001395,0.10637,0.00303,-0.0016238036498025,-6.19692721075931,43.42589245675969,0.015676295132536273,1027.5251859167097
50,50,7,Normal,0.00058,0.0776079467580479,0.00057,0.04238,0.00295,-0.0001321972619649,-7.228362417417658,25.45244077396823,0.012617963996110426,486.54541590709556
51,51,0,Normal,0.0005,0.261025264294474,0.001445,0.14907,0.01226,-1.047864311901334e-05,-7.623003384710372,33.774320421359064,0.013220926286459446,1034.922078805761
52,52,4,Normal,0.0108399999999999,0.0717607079117813,0.001795,0.04654,0.01466,-0.0026586861150393,-3.810786891077973,65.36476361358818,0.00598509336037882,62.197574890692295
53,53,10,Normal,0.00328,0.0282620965252049,0.0008049999999999,0.00086,0.00025,-0.0019566394021661,-5.512447693666497,42.65567486888707,0.014236043642872728,194.61388239436968
54,54,4,Unbalance,0.000855,0.2695493375988893,0.0027349999999999,0.18182,0.02272,9.27226336631076e-05,-7.006945728662767,46.32696112543981,0.017890870153626517,2205.8814780003922
55,55,7,Normal,0.00051,0.1005955227631926,0.000795,0.05675,0.01315,9.613602696288465e-05,-7.425063719282745,31.10115488254674,0.018129204277885568,665.3232372144203
56,56,4,Normal,0.000585,0.1207281541315032,0.00111,0.07654,0.00479,-0.0006508310784029,-6.969590589920885,37.10488804721648,0.044901314074604695,994.4396880361687
57,57,8,Faulty sensor,0.00682,0.0098229832535742,0.00019,0.00451,0.00047,-0.0032628390041611,-4.168269440945091,38.74442036047706,0.004634744728058309,59.65434383343626
58,58,1,Normal,0.00256,0.1481031198185912,0.00126,0.09341,0.01418,-0.0015652223504983,-5.503346803314011,40.95947870779329,0.01128044884472387,728.2115786417135
59,59,7,Normal,0.00095,0.0574938048836568,0.00063,0.03376,0.00246,0.0002215801016049,-6.547710450712549,37.85041948005677,0.01911941657858192,84.89363296074819
60,60,1,Normal,0.00044,0.0874762887873051,0.002195,0.04985,0.0094,-0.0001622749916238,-7.213526094541774,36.19843850447007,0.022034499709853578,730.9912011664135
61,61,5,Normal,0.000575,0.2349032292242914,0.001075,0.15093,0.00662,-0.0004265507793261,-7.291977999066508,22.956738263487313,0.01834671295291829,2049.1558578294466
62,62,10,Rubbing,0.0081549999999999,0.1155519207975358,0.000925,0.00073,0.00024,-0.0022609492423054,-4.108903496017181,74.64532225676282,0.0023216733737230545,90.73474877429793
63,63,5,Unbalance,0.00066,0.2776729765389494,0.00135,0.18428,0.00538,-0.000976557048736,-7.027204043103028,21.75768892537812,0.012736062544502946,1905.996610666717
64,64,10,Normal,0.00154,0.1368751522373582,0.001505,0.00165,0.00053,-0.0004406498366137,-6.439095386625362,49.51548658812709,0.005127592457165461,286.05102528795453
65,65,3,Rubbing,0.02835,0.0977522961367148,0.0046549999999999,0.04541,0.00095,-0.0009574084825368,-3.4210643514525225,190.8625802926142,0.011275543599305937,24.16587157638114
66,66,0,Normal,0.00024,0.2132001984051609,0.0027,0.12307,0.0066,-0.0003221247781665,-7.790326788069225,26.358784411170436,0.012155825039401855,1244.7128956062
67,67,6,Normal,0.00129,0.1189585658958614,0.0014,0.06722,0.00749,-3.2146214876787763e-05,-6.516087979771773,44.947113611794684,0.018530413320363676,739.8008716146056
68,68,3,Normal,0.00119,0.2460164185577865,0.001435,0.14362,0.00222,-0.0005146644048286,-6.51368211315332,36.258693947162186,0.016944340419602362,1409.0832447138534
69,69,4,Normal,0.00892,0.2363694165919102,0.004615,0.15049,0.01371,-0.0018897338368915,-4.158348670403037,81.64105594150318,0.007491723384642107,172.46732103827333
70,70,9,Normal,0.002575,0.2581334106620063,0.0024349999999999,0.16534,0.02086,-0.0002715482895468,-5.92489740617382,61.716413977894824,0.0075221910051495615,757.1828928255428
71,71,0,Normal,0.00035,0.0808512195331647,0.00071,0.05223,0.00633,-0.0009710001770447,-7.344080122561036,15.75425381333485,0.01568574111287638,756.3573127314899
72,72,4,Normal,0.000895,0.2195815741359005,0.00245,0.14442,0.01779,-3.6542261361749046e-05,-6.863445987909892,48.96960728784542,0.014465356351876053,2085.0847560283933
73,73,5,Unbalance,0.000495,0.2701300042572094,0.001405,0.16311,0.00255,-0.0009903278786078,-7.05553808299691,22.429133453145035,0.007287377043579832,979.535837988189
74,74,1,Normal,0.00076,0.0950328906221419,0.00107,0.05939,0.00417,-0.0003177623999646,-6.804086021588264,37.1521534690504,0.015358736979841707,818.099131426453
75,75,10,Normal,0.00241,0.159206494214275,0.00118,0.00103,0.00037,-0.0002143590339622,-5.834450706047636,48.94646731981466,0.008267138820504668,591.4831730379691
76,76,2,Normal,0.000895,0.1389718532653285,0.001085,0.08748,0.00169,-0.0008137638190298,-6.590421360303,28.2012658143207,0.012108957902628479,700.2365061505843
77,77,5,Normal,0.00065,0.1662337074723414,0.00125,0.1119,0.00224,-0.000667966613556,-6.852540467600947,32.09068773282258,0.016797477010379456,2007.1488990406845
78,78,10,Normal,0.00138,0.0697726952324474,0.000665,0.00077,0.00034,-0.0006328542440967,-5.800188854261931,46.00909314845668,0.006429237008696025,112.74213272427609
79,79,1,Normal,0.00369,0.0284672759497637,0.00076,0.0145,0.00058,-0.0018281289793729,-5.5047591438042165,36.46649530150971,0.015012053870833535,38.843187653125526
80,80,4,Normal,0.00084,0.1358116791737735,0.001645,0.08876,0.02753,-0.0007484813651709,-6.646790553337662,41.07890935079228,0.013700934055495197,969.1963645409517
81,81,7,Normal,0.001145,0.1610762760309537,0.0011,0.10602,0.00364,-0.0002733760845657,-6.221877769487324,45.88775267288625,0.01146505597301839,670.8602949727821
82,82,9,Unbalance,0.00425,0.2694261923050541,0.00187,0.15917,0.0134,-0.0008463388826381,-5.3297306813210135,56.84155498158071,0.012807091695800264,1226.7138733254285
83,83,2,Normal,0.00095,0.1395531923676416,0.00103,0.08668,0.00839,-0.0008731038192801,-6.662255160107307,25.285106485930772,0.009374624003850349,795.5763746904894
84,84,10,Normal,0.001545,0.0531063960366357,0.000465,0.00092,0.00362,-0.001559419890701,-5.9543734851732975,34.212821905676684,0.009223693041562505,698.8850407372429
85,85,4,Normal,0.0025,0.1123811750250014,0.00172,0.07517,0.02386,-0.0012465937987337,-6.047753781627498,38.3185384505047,0.008649777202708408,1712.041298777897
86,86,5,Normal,0.000475,0.040975611038763,0.000325,0.02344,0.00886,-0.0001595754988547,-7.670550865277797,18.462050980506913,0.021378338144183714,1095.4318266942294
87,87,8,Faulty sensor,0.00756,0.0059506218162474,0.00017,0.00345,0.00095,-0.0034460562935342,-3.988088056067239,40.88936790594511,0.004478348013208882,68.16191977869087
88,88,7,Normal,0.00051,0.194861961654911,0.001895,0.11325,0.0102,-0.0001153923116281,-7.261093557977534,29.70603968592721,0.00910641037352146,1288.902124240395
89,89,7,Unbalance,0.00086,0.3019934441341401,0.00185,0.17861,0.0043,-0.0005223760857915,-6.630959176798259,33.497603777705145,0.010780506530258712,1265.3245653176352
90,90,3,Normal,0.0014,0.0975596955714807,0.00086,0.05765,0.00793,-0.0007905663851341,-6.11123518059936,38.09340166472783,0.017687290439888502,1150.295572861233
91,91,4,Misalignment,0.00192,0.0879532489451071,0.001295,0.05549,0.04025,-0.0009979447734659,-6.177376923595574,32.60003085221487,0.012373046347952511,469.51260393108083
92,92,10,Normal,0.002935,0.0708542878025035,0.00135,0.00204,0.00087,-0.0006680846209666,-5.670364448477377,62.925598509080515,0.005592471511897257,119.29110701368835
93,93,5,Rubbing,0.074665,0.1964052873524539,0.00146,0.13358,0.00472,-0.0036959888204623,-1.6711201887621678,168.28416393098266,0.0011720482659365423,75.6458007941163
94,94,3,Normal,0.00085,0.200750959399949,0.00182,0.13183,0.00477,-0.0006544115344759,-6.594798875566267,35.33086518797483,0.012471542939708789,568.1618521394508
95,95,6,Normal,0.00137,0.1311544398790982,0.0014,0.07963,0.00178,-0.0008779341767921,-6.181864016640863,61.656827510953704,0.012509698192256944,485.79753565494246
96,96,10,Rubbing,0.002445,0.1860802826739039,0.00098,0.00111,0.00061,-0.0006678219086295,-5.711961569241851,58.662451034897245,0.015143609384867491,801.0916987938076
97,97,1,Normal,0.00028,0.1701383081495757,0.001315,0.11329,0.00453,-0.000551210543261,-7.689419092458333,22.30934933517716,0.04465102880411543,1905.8225061788023
98,98,3,Normal,0.00115,0.0679259125812822,0.00114,0.03999,0.00466,-0.0004120816653522,-6.73944534234067,31.575866585029765,0.009841358542112868,1268.0629838767684
99,99,1,Rubbing,0.026355,0.0751566510696159,0.00248,0.04644,0.00296,-0.0020870497239395,-3.0842121737479617,159.1997083305899,0.00683387833266093,53.16060648046091
100,100,10,Normal,0.001365,0.2817761441286327,0.00191,0.00154,0.00126,-6.825000277923116e-05,-6.1209841908023,55.783632599634124,0.008995924062565521,972.7354767735753
101,101,5,Normal,0.00035,0.0273938588008334,0.00012,0.01584,0.00156,-0.0009876485360784,-7.6117768716422685,9.681837587918068,0.02416980039317801,570.3700350257614
102,102,8,Unbalance,0.00094,0.4059217360526533,0.003635,0.23753,0.01705,-0.0008973608855856,-6.358969575924943,46.46601231502185,0.0063606864959309525,1339.1432412794084
103,103,0,Unbalance,0.00041,0.3016465171355373,0.003155,0.18336,0.00362,-0.000407254621457,-7.411378980967958,27.203767809775623,0.012657953298311927,1294.3339207150289
104,104,10,Normal,0.00345,0.087083111451073,0.0013,0.00129,0.00966,-0.0008831951832637,-5.434751916095637,61.102091619149085,0.004348719191444899,143.52747059107438
105,105,8,Faulty sensor,0.007535,0.0061647708797651,0.00018,0.00356,0.00301,-0.0034449411295111,-4.019234875775749,40.824016860882885,0.004938810415499335,72.09650999482625
106,106,1,Normal,0.00051,0.0425568255395065,0.00109,0.02691,0.00575,-0.0012795725761055,-6.788697785078782,30.41009147181492,0.012985794693111659,349.096997902481
107,107,8,Normal,0.0016,0.0734960393490696,0.00148,0.04696,0.0035,0.001307673318941,-7.102526942873565,59.65924770995843,0.013101692461147256,210.3570301196129
108,108,4,Normal,0.05413,0.1955945029902425,0.00271,0.13194,0.02422,-0.0036096936096998,-2.0071233986286874,162.57794451730936,0.003021335708897795,75.084722895326
109,109,8,Normal,0.00251,0.239755104429499,0.001595,0.13643,0.01177,-0.0001883143667367,-6.075086121802466,54.17903693010958,0.012320762845352488,1155.2537892736623
110,110,1,Normal,0.00027,0.1039154358120101,0.00101,0.0596,0.00884,-4.986159629734213e-05,-7.648224098652766,29.990270760445203,0.017358269885056506,917.5100452343298
111,111,1,Normal,0.00041,0.0862394787785733,0.00079,0.05735,0.00068,-0.0009252923140093,-7.279983118731641,17.859312601962184,0.00546214564285247,947.9851444256706
112,112,7,Normal,0.001395,0.1228738157623502,0.001065,0.07346,0.00415,-0.0001020264657134,-6.383521845902566,36.21390080378233,0.010507277427832772,873.7184663118152
113,113,4,Faulty sensor,0.40276,0.6272383643400649,0.0075499999999999,0.01646,0.00141,-0.0037906227796017,-0.0709288434713619,149.82390295492553,0.0010408817423804076,128.16971198067202
114,114,0,Normal,0.00027,0.1656783075722347,0.001505,0.1063,0.02001,-0.0004630973483035,-7.90205839206119,23.94292825666353,0.010546637023205933,915.1049660170963
115,115,5,Normal,0.00025,0.1377177130945761,0.00094,0.09275,0.00245,-0.0011756770170269,-7.542142877826765,17.424720661359668,0.012317518248175313,1535.8428139219093
116,116,3,Normal,0.002035,0.081177313949157,0.00069,0.04817,0.00865,-0.002103985604966,-5.477938116897941,32.55794376411238,0.010160239173302402,178.79829015399355
117,117,8,Unbalance,0.00089,0.2755682619606256,0.002735,0.16927,0.00859,-0.0003264627181797,-6.823860379335193,36.01725754419208,0.007223994936775479,1341.5438851372428
118,118,8,Normal,0.004105,0.1844537950273726,0.0024749999999999,0.10879,0.01982,-0.0001427400406317,-5.4332471874821815,80.76650111825029,0.018275462784703007,430.0051954605423
119,119,9,Unbalance,0.001825,0.4116436344703996,0.00344,0.24567,0.01991,-0.000110814925626,-6.339402132759571,50.91462917851822,0.005790397229028384,1611.6224850062413
120,120,1,Unbalance,0.00157,0.2911109281700019,0.001395,0.17056,0.00899,-0.00113706787797,-6.37292766352815,31.186175514287687,0.00951677480881823,1486.1548650799118
121,121,9,Normal,0.00297,0.1535608338737452,0.00155,0.09607,0.01119,0.0003127253785371,-5.992861901016443,57.272930137466346,0.010134530991459391,498.04557883143906
122,122,4,Normal,0.0433449999999999,0.2192821515764564,0.0057,0.12992,0.00929,-0.0025875455943442,-2.5278574166264454,164.10354487093207,0.003491661312070858,64.71089309952826
123,123,6,Normal,0.00072,0.20298024559055,0.001755,0.12078,0.00447,0.0002317935569428,-7.262644884377018,36.73205172035054,0.01448396727224558,1023.3312236983046
124,124,4,Normal,0.02899,0.2365921013051788,0.00414,0.15795,0.01169,-0.0032698150745778,-2.731859310153358,125.68666845215354,0.004934864887993443,68.70217653650899
125,125,4,Normal,0.00085,0.1899749699302516,0.005125,0.11237,0.00736,0.0001483249867077,-7.239123671905554,51.216463249340904,0.023564314268291586,1099.0674094446026
126,126,3,Normal,0.0027549999999999,0.1764862708541375,0.001715,0.1047,0.00149,-0.0014621820791392,-5.513904201210292,49.048389105168766,0.023291678427548715,1146.9195583160445
127,127,1,Faulty sensor,1.07733,0.1807835111397054,0.01423,0.05479,0.01233,-0.0036144453206301,0.9749096984610373,-686.7589327331393,0.0012521417054091116,73.3596288614548
128,128,10,Rubbing,0.00398,0.1683113873152972,0.00139,0.0009,0.00035,-0.0008636503268372,-5.212606188642537,72.72696806284237,0.004390104919653326,452.306438599969
129,129,0,Normal,0.00042,0.1721817920106536,0.001065,0.10959,0.00793,0.0010617859239097,-8.140224287403914,33.54705571333601,0.023608866983621503,1470.0881875529376
130,130,10,Normal,0.001905,0.125369497087609,0.001905,0.00239,0.00086,0.000121050829088,-6.139738955453729,70.45081567638879,0.006612968479899925,171.48595404635572
131,131,8,Faulty sensor,0.00466,0.006942333901506,0.00012,0.004,0.00211,-0.0032084591348217,-4.552633726591829,29.54382158878802,0.005617549812929297,72.89440152755341
132,132,8,Faulty sensor,0.006985,0.0091230532169882,0.00021,0.00423,0.00047,-0.0032313501482028,-4.218099996515114,38.2977830156664,0.0035350944796850147,81.59037121176202
133,133,5,Normal,0.000655,0.1712786989091171,0.00091,0.11363,0.00312,-0.0007039627960586,-7.050132908010146,23.505197180472077,0.01918533464397223,1896.105533171772
134,134,5,Normal,0.00074,0.1481111106568308,0.001,0.09886,0.00335,-0.0008303565279858,-7.007378701133383,27.402392054034998,0.024509038526435725,2169.0094508565667
135,135,4,Normal,0.00367,0.0781129752345921,0.00116,0.05261,0.01474,-0.0010416492443801,-5.470870445276442,39.732627597545914,0.01042879076297957,367.9936402941674
136,136,5,Normal,0.000795,0.2132847577770151,0.001025,0.12206,0.00032,-0.001156316271481,-7.145083795681584,20.1178250293726,0.011449314097822816,1113.0008779815826
137,137,7,Unbalance,0.000985,0.259973441335841,0.002255,0.15872,0.01119,-0.0003016358701143,-6.82298840768781,34.61181921969026,0.01093488723836177,1258.0471712831327
138,138,9,Normal,0.00437,0.0815928336313919,0.004885,0.02682,0.00757,-0.0003947349238947,-5.203677795909763,96.85103326325397,0.030332384325162488,65.51820670276413
139,139,3,Normal,0.00413,0.1183852271189272,0.001215,0.068,0.00793,-0.0015124540357278,-5.398125415014373,43.07704002496786,0.01202464899463066,565.5477689817792
140,140,7,Normal,0.000995,0.1867251236443559,0.00204,0.11586,0.00385,-0.000106083059305,-6.538647151413993,45.754243523276706,0.0069605331254672725,448.2396828075074
141,141,1,Normal,0.00025,0.0854641790459605,0.001,0.04797,0.00686,-0.0004228421330836,-7.171574689382479,24.85759337015318,0.012742425121333603,795.7825300612811
142,142,0,Unbalance,0.00043,0.2877876534877756,0.00257,0.18532,0.0055,-0.0010124103558825,-7.159754047248319,22.956863992188815,0.00957714940510778,1767.5399017801874
143,143,5,Normal,0.00418,0.1374352098263032,0.00065,0.07842,0.00232,-0.0030443933551044,-4.74360982943336,34.4480793379809,0.004896565920484567,189.8827213959366
144,144,5,Normal,0.000685,0.1794201669266863,0.000905,0.12228,0.00678,-0.0004216310770484,-7.194204358704813,19.94646750362931,0.013235538352557107,2107.062223790491
145,145,9,Normal,0.002215,0.1167267402954438,0.001185,0.0659,0.00841,-0.0006703623400065,-5.783406512021876,60.713259682194106,0.015645620872129465,305.6465385459932
146,146,4,Faulty sensor,0.003155,1.8571824157039607,0.006705,0.02155,0.00077,-0.0023167942002545,-5.033142651975972,39.80261147487005,0.002122726541047645,1842.2663680327305
147,147,4,Unbalance,0.000745,0.2600662448300432,0.00183,0.16503,0.00428,-0.0005603468926019,-7.068314753641612,32.445890883576936,0.011020350747375748,1512.4026572603505
148,148,8,Normal,0.0052049999999999,0.1931637460808834,0.002315,0.11629,0.01891,-0.0002038658765566,-5.48647720578148,79.8127737411974,0.009061750185183213,503.6365430233687
149,149,4,Normal,0.00112,0.1395038641041888,0.00213,0.093,0.01363,-0.0009911975404944,-6.701596104004853,35.66806162993076,0.01540438334030939,1096.0689124773182
150,150,7,Normal,0.001435,0.0463081418327274,0.000655,0.0298,0.00218,-0.0012636133510821,-5.949104094154997,38.48412449109631,0.009917692174075758,271.2058213705349
151,151,7,Normal,0.00104,0.2564752181010867,0.002725,0.16137,0.00527,0.0010676413491472,-7.212452386700275,50.460472549389365,0.020169392286332143,906.0522481246174
152,152,1,Normal,0.0008049999999999,0.0638447116055825,0.000915,0.03966,0.00257,-0.0005458439116577,-6.862592576617265,32.32097404348947,0.02302612571711566,527.9909043534
153,153,4,Normal,0.00149,0.1742018363852689,0.002935,0.10772,0.01793,-0.0013079386061961,-6.088330614706224,46.739392400224446,0.015053068758652562,794.3677329825726
154,154,4,Normal,0.021695,0.1494195991160463,0.0034,0.08446,0.01704,-0.0034262043727262,-2.964596713451841,114.18709468224105,0.006434919493354478,68.6736610151328
155,155,8,Normal,0.001905,0.1806193990135057,0.001795,0.11002,0.00518,-1.3564120560110428e-07,-6.614470394502518,37.16211989264354,0.006293344684077345,1039.463474764426
156,156,5,Normal,0.0009,0.0571391800781215,0.00027,0.03599,0.00453,-0.0014201619884329,-6.805839386764372,15.358974880975337,0.011648500446122576,446.55297807498425
157,157,1,Normal,0.0009,0.0763528493246977,0.00096,0.04732,0.00936,-0.0004427896531678,-6.794923062012519,29.655144555275815,0.00897975911295286,517.0804112666143
158,158,7,Normal,0.000835,0.2669520653600567,0.003765,0.16411,0.0097,-0.0002338024573338,-6.477736018388421,45.60974125092496,0.006150217051302582,996.0301357108467
159,159,5,Unbalance,0.004295,0.2915343782472318,0.0012,0.16649,0.00155,-0.0027610981866235,-4.776415285897811,38.91174442414255,0.004929780651680758,671.536087191835
160,160,10,Normal,0.00384,0.095393324714049,0.0018,0.00177,0.00054,-0.0011861661670132,-4.97270043490816,87.15869038114761,0.004140937245328233,1580.3302439561774
161,161,5,Normal,0.00092,0.0545469275028392,0.00111,0.03386,0.00133,-0.0007589745051172,-6.4859894730802985,34.94105042435281,0.014304905818573355,538.294149302804
162,162,5,Normal,0.00024,0.0514737428209762,0.00044,0.03366,0.00533,3.620421996336803e-05,-7.879098536876396,18.815333068104103,0.018643108651911707,1009.9271183343271
163,163,5,Normal,0.00098,0.1945283992120431,0.00106,0.13163,0.00198,-0.0008115620866211,-6.891367741453253,24.867807458632182,0.006237389438708732,1388.4606773362866
